gene,wnt3a,wnt5a,wnt3a_direction,wnt5a_direction,wnt3a_unadjusted,wnt5a_unadjusted,full_names,descriptions
ACTR8,1.0,1.0,+,+,0.2745766290948483,0.02489616346022275,,
ACTR6,1.0,1.0,+,+,0.41470216712103103,0.004535416625043113,,
ACTR5,1.0,1.0,+,0,0.373900966300059,1.0,,
ACVR1B,1.0,1.0,0,-,1.0,0.1011915072182954,,
ADAM1,1.0,1.0,-,0,0.373900966300059,1.0,,
ADAM23,1.0,1.0,+,+,0.1011915072182954,0.1011915072182954,,
ADAM22,1.0,1.0,+,+,0.0890093425000857,0.0890093425000857,,
ADAL,1.0,1.0,+,+,0.3486411394402042,0.013235599563682695,,
ADAM19,1.0,1.0,-,0,0.373900966300059,1.0,,
ADAM17,1.0,1.0,+,+,0.6433299631818634,0.5185185185185184,,
ADAM15,1.0,1.0,0,-,1.0,0.1011915072182954,,
ADAM12,1.0,1.0,-,+,0.373900966300059,0.5185185185185183,,
ADAM10,1.0,1.0,+,+,0.23019964108049873,0.06676654481198813,,
ACTR3B,1.0,1.0,+,+,0.06676654481198808,0.07048399691021993,,
ACTR3,1.0,1.0,+,+,0.16327898574659308,0.01791718673887275,,
ACSL4,1.0,1.0,+,+,0.15830242337545783,0.025721420742506516,,
ACSL3,1.0,1.0,+,+,0.5239140530567646,0.10616646127311147,,
ACSF3,1.0,1.0,0,+,1.0,0.5185185185185183,,
ACSF2,1.0,1.0,0,+,1.0,0.1011915072182954,,
ACRV1,1.0,1.0,-,-,0.5185185185185183,0.5185185185185183,,
ACRBP,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
ACSL1,1.0,1.0,+,+,0.373900966300059,0.1011915072182954,,
ACSS1,1.0,1.0,+,0,0.373900966300059,1.0,,
ACSS2,1.0,1.0,-,+,0.373900966300059,0.957635686459907,,
ACTA1,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
ACTR1B,1.0,1.0,-,-,0.25081535976844566,0.6213082950374971,,
ACTR1A,1.0,1.0,+,+,0.7174283599144881,0.2753017833030314,,
ACTR10,1.0,1.0,+,+,0.6519586963751549,0.04327797776959023,,
ACTN4,1.0,1.0,-,-,0.016896272627013122,0.010127314814814811,,
ACTN1,1.0,1.0,-,+,0.004812678330044224,0.25877129642782876,,
ACTL8,1.0,1.0,+,-,0.373900966300059,0.11611652351681558,,
ACTL6B,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
ACTL6A,1.0,1.0,+,+,0.704469087499233,0.1799094949056544,,
ACTG2,1.0,1.0,-,0,0.373900966300059,1.0,,
ACTG1,1.0,1.0,-,-,0.008514160605448599,0.0007883606687084612,,
ACTB,1.0,1.0,-,+,0.19010270769523344,0.933944884424721,,
ACTA2,1.0,1.0,-,-,0.6995067112963742,0.4537764697686962,,
ADH6,1.0,1.0,+,+,0.1161165235168155,0.5185185185185183,,
ADH5,1.0,1.0,+,+,0.41897225955598644,0.06713715459867514,,
ADH4,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
ADD3,1.0,1.0,+,+,0.373900966300059,0.20510645520407753,,
ADD2,1.0,1.0,+,-,0.06676654481198808,0.7952550084538409,,
ADD1,1.0,1.0,-,0,0.051979694201925955,1.0,,
ADCY9,1.0,1.0,+,0,0.373900966300059,1.0,,
ADCY7,1.0,1.0,+,+,0.11611652351681558,0.11611652351681558,,
ADCY6,1.0,1.0,-,-,0.025721420742506516,0.0013238969092171688,,
ADCY5,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
ADCY3,1.0,1.0,0,-,1.0,0.373900966300059,,
ADI1,1.0,1.0,+,+,0.19699862049447864,0.059778552818352954,,
ADPRHL2,1.0,1.0,+,+,0.289477468884317,0.07991531222550552,,
ADPGK,1.0,1.0,-,-,0.39107588796406656,0.025721420742506516,,
ADORA2B,1.0,1.0,+,0,0.373900966300059,1.0,,
ADORA2A,1.0,1.0,-,-,0.5185185185185183,0.5185185185185183,,
ADORA1,1.0,1.0,+,0,0.373900966300059,1.0,,
ADO,1.0,1.0,-,+,0.9142041184323155,0.05025709645404358,,
ADNP2,1.0,1.0,+,+,0.09998196735341651,0.007762602689870699,,
ADNP,1.0,1.0,+,+,0.32851288570415715,0.02009210701311459,,
ADM,1.0,1.0,-,0,0.013795352268709917,1.0,,
ADK,1.0,1.0,+,+,0.0642901109859878,0.007966202452608376,,
ADIPOR2,1.0,1.0,+,+,0.27943964336646304,0.0907331716847805,,
ADIPOR1,1.0,1.0,+,+,0.4395115433889627,0.03759011151114646,,
ADCK5,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
ADAMTS20,1.0,1.0,0,+,1.0,0.373900966300059,,
ADAMTS19,1.0,1.0,+,0,0.01613008990009254,1.0,,
ADAMTS13,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
ADAMTS12,1.0,1.0,0,+,1.0,0.373900966300059,,
ADAMTS10,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
ADAMTS1,1.0,1.0,+,+,0.373900966300059,0.024110110551390906,,
ADAM9,1.0,1.0,-,+,0.373900966300059,0.11611652351681558,,
ADAMTS15,1.0,1.0,-,+,0.373900966300059,0.5185185185185183,,
ADAMTS9,1.0,1.0,+,+,0.1011915072182954,0.013235599563682695,,
ADCK4,1.0,1.0,-,-,0.15830242337545783,0.007490433881274519,,
ADCK3,1.0,1.0,+,+,0.007490433881274529,0.1161165235168155,,
ADCK2,1.0,1.0,-,-,0.11611652351681558,0.11611652351681558,,
ADCK1,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
ADC,1.0,1.0,0,-,1.0,0.373900966300059,,
ADAT3,1.0,1.0,-,-,0.25081535976844566,0.25081535976844566,,
ADAT2,1.0,1.0,0,+,1.0,0.373900966300059,,
ADAT1,1.0,1.0,0,+,1.0,0.373900966300059,,
ADAR,1.0,1.0,+,+,0.2564349645483265,0.132286486362761,,
ADAMTSL1,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
ACP6,1.0,1.0,-,+,0.373900966300059,0.373900966300059,,
ABCC5,1.0,1.0,+,+,0.25081535976844566,0.1011915072182954,,
ABCC4,1.0,1.0,+,+,0.13177756749413536,0.025721420742506516,,
ABCC10,1.0,1.0,-,-,0.11611652351681558,0.15830242337545783,,
ABCC1,1.0,1.0,-,-,0.11611652351681558,0.14814814814814806,,
ABCB8,1.0,1.0,+,0,0.11611652351681558,1.0,,
ABCB7,1.0,1.0,+,+,0.06016984650357827,0.057235231106631534,,
ABCB10,1.0,1.0,+,+,0.11611652351681558,0.11611652351681558,,
ABCB1,1.0,1.0,+,+,0.1243366397380048,0.017547374145445757,,
ABCB9,1.0,1.0,+,0,0.6433299631818633,1.0,,
ABCA8,1.0,1.0,+,0,0.373900966300059,1.0,,
ABHD11-AS1,1.0,1.0,0,-,1.0,0.6778688286992494,,
ABHD11,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
ABHD10,1.0,1.0,+,+,0.8895191065644625,0.09075015637678384,,
ABCC6P2,1.0,1.0,0,+,1.0,0.373900966300059,,
ABCF2,1.0,1.0,+,+,0.16327898574659308,0.01613008990009254,,
ABCF1,1.0,1.0,+,+,0.27943964336646304,0.2836006501464564,,
ABCD4,1.0,1.0,+,+,0.6433299631818633,0.1011915072182954,,
ABCD3,1.0,1.0,+,+,0.14006598491201774,0.05137443084436807,,
ABCD2,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
ABCC9,1.0,1.0,+,+,0.4917670010221689,0.2878641347266908,,
ABCF3,1.0,1.0,+,+,0.5185185185185183,0.1011915072182954,,
ABCA5,1.0,1.0,-,0,0.1011915072182954,1.0,,
AACSP1,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
AACS,1.0,1.0,+,+,0.32616423534506034,0.02489616346022275,,
AAAS,1.0,1.0,-,-,0.1184983802909431,0.016608509749420915,,
AADAT,1.0,1.0,+,+,0.18356686005527673,0.4199398146660486,,
A2M,1.0,1.0,-,+,0.1011915072182954,0.013235599563682695,,
A2LD1,1.0,1.0,-,-,0.11611652351681565,0.14814814814814806,,
AAGAB,1.0,1.0,+,+,0.3433930861944721,0.027110822133233417,,
AAK1,1.0,1.0,0,+,1.0,0.11611652351681558,,
AAMP,1.0,1.0,+,-,0.6917613009591068,0.7095972614299966,,
ABCA11P,1.0,1.0,+,0,0.373900966300059,1.0,,
ABCA1,1.0,1.0,-,-,0.04742065558431957,0.11611652351681545,,
ABAT,1.0,1.0,-,+,0.17552336907134372,0.5145189563691775,,
AATF,1.0,1.0,+,+,0.3514975892055691,0.20592018748953073,,
AASS,1.0,1.0,+,+,0.2524005486968447,0.015799848495268158,,
AASDHPPT,1.0,1.0,+,+,0.0986733282642088,0.022313204416368443,,
AARSD1,1.0,1.0,-,0,0.6650471118825234,1.0,,
AARS,1.0,1.0,+,+,0.13177756749413536,0.20510645520407753,,
ABHD12,1.0,1.0,+,+,0.8415958224260159,0.3261642353450604,,
ABHD12B,1.0,1.0,+,0,0.373900966300059,1.0,,
ABHD13,1.0,1.0,+,+,0.11611652351681558,0.024110110551390906,,
ABHD14A,1.0,1.0,+,+,0.4917670010221689,0.2524005486968447,,
ACHE,1.0,1.0,-,-,0.11611652351681558,0.373900966300059,,
ACER3,1.0,1.0,+,+,0.11611652351681558,0.373900966300059,,
ACER2,1.0,1.0,+,-,0.373900966300059,0.5185185185185183,,
ACD,1.0,1.0,0,-,1.0,0.9470881228778539,,
ACIN1,1.0,1.0,-,-,0.43873925151701676,0.08470638593632686,,
ACCN2,1.0,1.0,-,-,0.1011915072182954,0.01613008990009254,,
ACBD6,1.0,1.0,+,+,0.19477503277472785,0.05688368900729574,,
ACBD5,1.0,1.0,-,-,0.1011915072182954,0.373900966300059,,
ACBD4,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
ACBD3,1.0,1.0,+,+,0.373900966300059,0.014172594972725138,,
ACLY,1.0,1.0,-,-,0.19264024967202878,0.7415210563082062,,
ACN9,1.0,1.0,0,+,1.0,0.4917670010221689,,
ACP2,1.0,1.0,0,-,1.0,0.3261642353450604,,
ACP1,1.0,1.0,+,+,0.2714107812648719,0.1870406386963356,,
ACOX3,1.0,1.0,+,+,0.4418233076836301,0.09126024444398571,,
ACOX2,1.0,1.0,+,0,0.373900966300059,1.0,,
ACOX1,1.0,1.0,-,0,0.373900966300059,1.0,,
ACOT7,1.0,1.0,+,-,0.3178486674021447,0.0057549242454939245,,
ACOT2,1.0,1.0,+,0,0.373900966300059,1.0,,
ACOT13,1.0,1.0,+,+,0.43533094251437593,0.021311641128756727,,
ACO2,1.0,1.0,+,+,0.6387682068583829,0.5790154287158978,,
ACO1,1.0,1.0,+,+,0.23019964108049873,0.06858710562414266,,
ACAT2,1.0,1.0,-,-,0.020055948613423972,0.04561040227118915,,
ACPL2,1.0,1.0,+,+,0.15830242337545783,0.01613008990009254,,
ACAT1,1.0,1.0,+,+,0.16623275185812553,0.02846020325433834,,
ACAP2,1.0,1.0,+,+,0.4917670010221689,0.373900966300059,,
ABLIM2,1.0,1.0,+,-,0.6433299631818633,0.373900966300059,,
ABLIM1,1.0,1.0,+,-,0.9106997069025498,0.373900966300059,,
ABL2,1.0,1.0,+,0,0.373900966300059,1.0,,
ABL1,1.0,1.0,-,-,0.025386447936615264,0.003772016502061151,,
ABI2,1.0,1.0,+,+,0.34649037019369566,0.013235599563682695,,
ABHD8,1.0,1.0,-,-,0.6433299631818633,0.1011915072182954,,
ABHD4,1.0,1.0,-,-,0.01613008990009254,0.01613008990009254,,
ABHD3,1.0,1.0,-,+,0.1161165235168155,0.01613008990009254,,
ABHD2,1.0,1.0,+,0,0.373900966300059,1.0,,
ABHD16B,1.0,1.0,-,-,0.3739009663000589,0.3739009663000589,,
ABHD16A,1.0,1.0,+,+,0.2972975809120477,0.9028830099791725,,
ABHD14B,1.0,1.0,-,-,0.373900966300059,0.1161165235168155,,
ABHD14A-ACY1,1.0,1.0,-,-,0.7246586364960955,0.15830242337545783,,
ABHD6,1.0,1.0,0,+,1.0,0.373900966300059,,
ABR,1.0,1.0,-,-,0.03031966920420371,0.0019607414955887703,,
ACAP1,1.0,1.0,-,0,0.373900966300059,1.0,,
ACADVL,1.0,1.0,-,-,0.08939135556051721,0.015843709111785672,,
ACADSB,1.0,1.0,+,+,0.1161165235168155,0.1161165235168155,,
ACADS,1.0,1.0,-,-,0.1011915072182954,0.23019964108049873,,
ACADM,1.0,1.0,+,0,0.1161165235168155,1.0,,
ACAD9,1.0,1.0,-,-,0.4216482551761943,0.5185185185185184,,
ACAD8,1.0,1.0,+,0,0.6433299631818633,1.0,,
ACAD11,1.0,1.0,+,0,0.5185185185185183,1.0,,
ACACA,1.0,1.0,+,+,0.19626117814926947,0.18900365845517536,,
ACAA2,1.0,1.0,+,+,0.33954172758229384,0.047983363903668155,,
ACAA1,1.0,1.0,+,+,0.03994196807171883,0.8512370141369224,,
ABTB2,1.0,1.0,-,-,0.07048399691021993,0.20510645520407753,,
ABTB1,1.0,1.0,0,+,1.0,0.373900966300059,,
ABT1,1.0,1.0,0,-,1.0,0.7246586364960955,,
ACAP3,1.0,1.0,-,-,0.1161165235168155,0.1161165235168155,,
ANKRD46,1.0,1.0,+,+,0.373900966300059,0.2745766290948483,,
ADRA2C,1.0,1.0,+,0,0.373900966300059,1.0,,
AMH,1.0,1.0,-,-,0.11611652351681558,0.373900966300059,,
AMDHD1,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
AMIGO2,1.0,1.0,-,-,0.1011915072182954,0.6433299631818634,,
AMD1,1.0,1.0,+,+,0.07787709393680205,0.017947913188873194,,
AMBP,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
AMACR,1.0,1.0,+,+,0.15830242337545783,0.006533376338915146,,
ALX3,1.0,1.0,0,-,1.0,0.373900966300059,,
ALX1,1.0,1.0,+,+,0.15830242337545783,0.025721420742506516,,
ALS2CR8,1.0,1.0,+,+,0.373900966300059,0.1161165235168155,,
AMIGO3,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
AMMECR1L,1.0,1.0,-,-,0.3739009663000589,0.8834610671467296,,
AMZ2,1.0,1.0,+,+,0.373900966300059,0.1169631178323283,,
AMMECR1,1.0,1.0,+,+,0.1161165235168155,0.0021921298066929413,,
AMT,1.0,1.0,0,-,1.0,0.373900966300059,,
AMPD3,1.0,1.0,-,0,0.373900966300059,1.0,,
AMPD2,1.0,1.0,-,-,0.11611652351681545,0.002192129806692939,,
AMOTL2,1.0,1.0,0,+,1.0,0.3486411394402042,,
AMOTL1,1.0,1.0,+,+,0.1011915072182954,0.04742065558431957,,
AMOT,1.0,1.0,+,+,0.0003881713384940143,0.2878641347266908,,
AMN1,1.0,1.0,+,+,0.27943964336646304,0.06467689395635304,,
AMPH,1.0,1.0,-,+,0.5185185185185183,0.7676439152389032,,
ALS2,1.0,1.0,0,+,1.0,0.5185185185185183,,
ALKBH2,1.0,1.0,-,-,0.2878641347266908,0.0006069620469863568,,
ALKBH1,1.0,1.0,+,+,0.6433299631818633,0.1011915072182954,,
ALG8,1.0,1.0,+,+,0.5097510884957255,0.059809912529118416,,
ALG6,1.0,1.0,+,+,0.23779614445826522,0.013235599563682695,,
ALG5,1.0,1.0,+,+,0.3783270295086953,0.04530014395444604,,
ALG3,1.0,1.0,+,-,0.8512370141369224,0.041098432829929296,,
ALKBH3,1.0,1.0,+,+,0.25081535976844566,0.07392618853329194,,
ALG2,1.0,1.0,+,+,0.15830242337545783,0.1161165235168155,,
ALG14,1.0,1.0,+,+,0.36034246599444114,0.014720593813730023,,
ALG13,1.0,1.0,-,0,0.8512370141369224,1.0,,
ALG12,1.0,1.0,+,+,0.3486411394402042,0.5614380442505257,,
ALG11,1.0,1.0,+,+,0.23019964108049873,0.1011915072182954,,
ALG10B,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
ALG1,1.0,1.0,0,-,1.0,0.5185185185185183,,
ALKBH4,1.0,1.0,-,+,0.8415958224260159,0.8617200365535397,,
ALKBH5,1.0,1.0,+,0,0.7246586364960956,1.0,,
ALKBH6,1.0,1.0,-,-,0.09998196735341651,0.09998196735341651,,
ALPL,1.0,1.0,+,-,0.018411099224255736,0.002192129806692939,,
ALPK2,1.0,1.0,0,+,1.0,0.373900966300059,,
ALOX5AP,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
ALMS1,1.0,1.0,+,+,0.1756931086309215,0.0053281284246469215,,
ALKBH8,1.0,1.0,+,+,0.013235599563682695,0.01613008990009254,,
ALKBH7,1.0,1.0,+,-,0.8964083123492433,0.910623649743606,,
AMZ2P1,1.0,1.0,+,+,0.11611652351681558,0.5185185185185183,,
ANAPC11,1.0,1.0,-,-,0.1876672341175975,0.3146090010626284,,
ANKRD28,1.0,1.0,+,+,0.1011915072182954,0.373900966300059,,
ANKRD27,1.0,1.0,+,+,0.5185185185185183,0.5185185185185183,,
ANKRD26,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
ANKRD23,1.0,1.0,+,+,0.5185185185185183,0.5185185185185183,,
ANKRD19P,1.0,1.0,-,0,0.5185185185185183,1.0,,
ANKRD44,1.0,1.0,0,+,1.0,0.373900966300059,,
ANKRD40,1.0,1.0,+,+,0.7148887559557404,0.21930692358453638,,
ANKRD39,1.0,1.0,+,+,0.4107201341865277,0.1523174113913015,,
ANKRD37,1.0,1.0,+,+,0.11611652351681558,0.373900966300059,,
ANKRD36BP1,1.0,1.0,0,-,1.0,0.373900966300059,,
ANKRD33B,1.0,1.0,+,0,0.11611652351681558,1.0,,
ANKRD32,1.0,1.0,+,+,0.11611652351681558,0.007490433881274529,,
ANKRD17,1.0,1.0,+,+,0.25816751879145544,0.05565447755974251,,
ALDOC,1.0,1.0,+,+,0.7952550084538408,0.6433299631818632,,
ANKRD16,1.0,1.0,+,-,0.5185185185185188,0.7676439152389031,,
ANKRD13B,1.0,1.0,+,+,0.7246586364960955,0.11611652351681558,,
ANGPTL2,1.0,1.0,+,+,0.05504060895249949,0.25081535976844566,,
ANGPTL1,1.0,1.0,0,+,1.0,0.5185185185185183,,
ANGEL1,1.0,1.0,+,0,0.373900966300059,1.0,,
ANG,1.0,1.0,-,-,0.7246586364960955,0.5185185185185183,,
ANAPC7,1.0,1.0,+,+,0.30602205133317384,0.02711082213323341,,
ANAPC5,1.0,1.0,+,+,0.2755888884208916,0.07892758232570053,,
ANAPC4,1.0,1.0,+,+,0.2745766290948481,0.13177756749413536,,
ANAPC2,1.0,1.0,+,+,0.11611652351681545,0.373900966300059,,
ANAPC16,1.0,1.0,0,+,1.0,0.15183454328291035,,
ANAPC13,1.0,1.0,+,+,0.26187308418143196,0.000598504118487123,,
ANGEL2,1.0,1.0,+,+,0.373900966300059,0.057235231106631534,,
ANK1,1.0,1.0,0,-,1.0,0.373900966300059,,
ANK2,1.0,1.0,-,+,0.23019964108049873,0.5185185185185183,,
ANK3,1.0,1.0,0,+,1.0,0.373900966300059,,
ANKRD13A,1.0,1.0,+,+,0.3276348992606553,0.05333826104568904,,
ANKRD12,1.0,1.0,+,+,0.06676654481198813,0.06676654481198813,,
ANKRD11,1.0,1.0,-,+,0.6433299631818633,0.148148148148148,,
ANKRD10,1.0,1.0,+,+,0.17948771370061267,0.0072455914992532065,,
ANKRA2,1.0,1.0,-,+,0.11611652351681558,0.373900966300059,,
ANKMY2,1.0,1.0,+,+,0.46760475460939743,0.11611652351681545,,
ANKMY1,1.0,1.0,0,-,1.0,0.373900966300059,,
ANKLE2,1.0,1.0,+,+,0.21157899460007384,0.0025702607653999305,,
ANKIB1,1.0,1.0,+,+,0.11611652351681545,0.06676654481198813,,
ANKHD1-EIF4EBP3,1.0,1.0,+,+,0.23779614445826522,0.5185185185185183,,
ANKHD1,1.0,1.0,+,+,0.10616646127311159,0.004181072135640301,,
ANKH,1.0,1.0,0,+,1.0,0.373900966300059,,
ANKFY1,1.0,1.0,+,+,0.1550162111421669,0.029471316278634675,,
ANKDD1A,1.0,1.0,+,0,0.373900966300059,1.0,,
ANKRD13D,1.0,1.0,-,-,0.007490433881274529,0.0021921298066929413,,
ALDH9A1,1.0,1.0,+,+,0.20987507129406094,0.07392618853329194,,
AGRP,1.0,1.0,0,-,1.0,0.373900966300059,,
AGRN,1.0,1.0,0,-,1.0,0.5185185185185184,,
AGPS,1.0,1.0,+,+,0.05504060895249949,0.035168452805356964,,
AGPHD1,1.0,1.0,+,+,0.4216482551761943,0.6433299631818633,,
AGTPBP1,1.0,1.0,+,+,0.15830242337545783,0.01613008990009254,,
AGPAT5,1.0,1.0,+,+,0.08279449304284642,0.0031255892524457277,,
AGPAT4,1.0,1.0,-,+,0.373900966300059,0.373900966300059,,
AGPAT3,1.0,1.0,-,-,0.20510645520407753,0.373900966300059,,
AGPAT2,1.0,1.0,-,-,0.004952036865346256,0.005784564495535114,,
AGPAT1,1.0,1.0,+,-,0.20555127346049318,0.9042988982224579,,
AGMO,1.0,1.0,+,0,0.373900966300059,1.0,,
AGMAT,1.0,1.0,0,-,1.0,0.373900966300059,,
AGL,1.0,1.0,+,+,0.15830242337545783,0.01613008990009254,,
AGPAT6,1.0,1.0,-,+,0.6778688286992494,0.6433299631818633,,
AGK,1.0,1.0,+,+,0.3486411394402042,0.23019964108049873,,
AGTR1,1.0,1.0,+,0,0.373900966300059,1.0,,
AGTRAP,1.0,1.0,-,-,0.2878641347266908,0.0022260500788718017,,
AHSG,1.0,1.0,0,+,1.0,0.373900966300059,,
AHSA2,1.0,1.0,0,+,1.0,0.373900966300059,,
AHSA1,1.0,1.0,+,+,0.16857842783099397,0.050150889431719275,,
AHR,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
AHNAK,1.0,1.0,-,-,0.1161165235168155,0.6433299631818633,,
AHI1,1.0,1.0,+,0,0.7952550084538409,1.0,,
AHCYL1,1.0,1.0,+,+,0.14481832688256888,0.04054553267144812,,
AHCY,1.0,1.0,-,-,0.12798948534180812,0.0016645412498587553,,
AHCTF1,1.0,1.0,+,+,0.6433299631818633,0.23019964108049873,,
AGXT2L2,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
AHDC1,1.0,1.0,+,-,0.1011915072182954,0.11611652351681558,,
AGGF1,1.0,1.0,+,+,0.13177756749413536,0.025721420742506516,,
AFF3,1.0,1.0,0,+,1.0,0.36495644206599226,,
AFAP1,1.0,1.0,-,+,0.23019964108049873,0.1161165235168155,,
AEN,1.0,1.0,+,+,0.1699899506484637,0.4369749265426752,,
AFF4,1.0,1.0,+,+,0.6086531814853784,0.06676654481198813,,
AEBP2,1.0,1.0,+,+,0.25081535976844566,0.01613008990009254,,
ADSS,1.0,1.0,+,+,0.25081535976844566,0.20615125863731906,,
ADSL,1.0,1.0,+,+,0.061546282427992344,0.09142984561577328,,
ADRM1,1.0,1.0,+,0,0.373900966300059,1.0,,
ADRBK1,1.0,1.0,+,-,0.6433299631818633,0.7246586364960956,,
ADRB2,1.0,1.0,+,0,0.373900966300059,1.0,,
AEBP1,1.0,1.0,-,-,0.01613008990009254,0.1011915072182954,,
AFG3L1P,1.0,1.0,-,+,0.6433299631818634,0.6433299631818633,,
AFG3L2,1.0,1.0,+,+,0.18682180013447572,0.04381445412832785,,
AGER,1.0,1.0,+,+,0.20510645520407741,0.7246586364960955,,
AGBL5,1.0,1.0,+,0,0.7618606943411524,1.0,,
AGBL3,1.0,1.0,+,0,0.5185185185185183,1.0,,
AGAP3,1.0,1.0,+,-,0.1161165235168155,0.5185185185185184,,
AGAP2,1.0,1.0,-,-,0.013235599563682695,0.007762602689870689,,
AGAP1,1.0,1.0,+,+,0.3276348992606553,0.09073317168478044,,
AGA,1.0,1.0,+,+,0.34589419262530513,0.009205887759544885,,
AFP,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
AFMID,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
AIDA,1.0,1.0,+,0,0.373900966300059,1.0,,
AIF1,1.0,1.0,+,0,0.23019964108049873,1.0,,
AIF1L,1.0,1.0,0,+,1.0,0.373900966300059,,
AKT3,1.0,1.0,0,+,1.0,0.1011915072182954,,
AKT2,1.0,1.0,-,-,0.25081535976844566,0.20510645520407741,,
AKT1S1,1.0,1.0,-,-,0.011354999025478566,0.0005038462068952433,,
AKT1,1.0,1.0,-,-,0.008239642742274778,0.004190067504802813,,
AKR7L,1.0,1.0,+,0,0.373900966300059,1.0,,
AKR7A3,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
AKR7A2P1,1.0,1.0,+,0,0.373900966300059,1.0,,
ALAD,1.0,1.0,0,-,1.0,0.11611652351681558,,
AKR7A2,1.0,1.0,+,+,0.8202935816255909,0.33046011464063674,,
AKR1C2,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
AKR1C1,1.0,1.0,-,+,0.5185185185185183,0.373900966300059,,
ALAS1,1.0,1.0,-,+,0.7952550084538409,0.7095972614299966,,
ALDH7A1,1.0,1.0,+,+,0.373900966300059,0.3452714989013448,,
ALDH6A1,1.0,1.0,+,+,0.7246586364960956,0.4216482551761943,,
ALDH4A1,1.0,1.0,-,-,0.373900966300059,0.2878641347266908,,
ALDH3A2,1.0,1.0,+,+,0.1699899506484637,0.010636627840554922,,
ALDH2,1.0,1.0,-,-,0.3452714989013448,0.022394205918366283,,
ALDH1B1,1.0,1.0,+,+,0.20510645520407753,0.057235231106631534,,
ALDH16A1,1.0,1.0,-,-,0.1011915072182954,0.1011915072182954,,
AKR1B1,1.0,1.0,+,+,0.6778688286992494,0.6278302871141925,,
ALDOA,1.0,1.0,-,-,0.02270159389984135,0.004639350246527297,,
AK5,1.0,1.0,-,+,0.373900966300059,0.11611652351681558,,
AK4,1.0,1.0,-,-,0.013235599563682695,0.25081535976844566,,
AK3,1.0,1.0,-,-,0.9188498491176675,0.373900966300059,,
AK1,1.0,1.0,+,+,0.8149020114591812,0.6213082950374971,,
AJAP1,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
AK7,1.0,1.0,-,0,0.373900966300059,1.0,,
AIP,1.0,1.0,+,+,0.4557143989168147,0.10488071695424893,,
AIMP1,1.0,1.0,+,+,0.1699899506484637,0.013235599563682695,,
AIM2,1.0,1.0,0,+,1.0,0.373900966300059,,
AIFM1,1.0,1.0,+,+,0.33485228419425334,0.7488684500235265,,
AKAP1,1.0,1.0,-,0,0.1161165235168155,1.0,,
AKAP10,1.0,1.0,+,+,0.6433299631818634,0.6433299631818634,,
AKIRIN2,1.0,1.0,+,+,0.1496541938914444,0.029296662970594436,,
AKIRIN1,1.0,1.0,+,+,0.6433299631818633,0.6130111132661793,,
AKIP1,1.0,1.0,-,-,0.3647919647415481,0.4790758240177968,,
AKAP9,1.0,1.0,-,-,0.23410062732682968,0.7095972614299968,,
AKAP8L,1.0,1.0,-,+,0.8593081179143116,0.20283708258989017,,
AKAP8,1.0,1.0,+,+,0.23019964108049873,0.1011915072182954,,
AKAP7,1.0,1.0,+,+,0.6071675777128371,0.5185185185185183,,
AKAP6,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
AKAP3,1.0,1.0,+,+,0.373900966300059,0.23019964108049873,,
AKAP2,1.0,1.0,-,+,0.3739009663000589,0.8982258248978934,,
AKAP14,1.0,1.0,-,+,0.3486411394402042,0.13177756749413536,,
AKAP13,1.0,1.0,+,+,0.1270463929852858,0.3739009663000589,,
AKAP12,1.0,1.0,+,+,0.2878641347266908,0.0341094231674096,,
AKAP11,1.0,1.0,+,+,0.18007706913342222,0.017797404893687974,,
CASP6,1.0,1.0,-,-,0.1840740319505769,0.3486411394402042,,
BCKDK,1.0,1.0,-,-,0.13177756749413536,0.21930692358453638,,
C3orf78,1.0,1.0,-,-,0.04994809225285181,0.16466040939257678,,
